[LOW AIRWAY]
;Airway Database populated by Casey Diers' Sector File Creation tools at http://www.myfsim.com/SectorFileCreation
;=====================================================================================
V157                      LBV            LBV            RINSE          RINSE          
V157                      RINSE          RINSE          FUPGE          FUPGE          
V157                      FUPGE          FUPGE          DOWNN          DOWNN          
V157                      DOWNN          DOWNN          VKZ            VKZ            
V159                      VKZ            VKZ            ZARNA          ZARNA          
V159                      ZARNA          ZARNA          SHANC          SHANC          
V159                      SHANC          SHANC          ATONE          ATONE          
V159                      ATONE          ATONE          ARKES          ARKES          
V159                      ARKES          ARKES          NITNY          NITNY          
V159                      NITNY          NITNY          YIGBO          YIGBO          
V159                      YIGBO          YIGBO          JUPEM          JUPEM          
V159                      JUPEM          JUPEM          TBIRD          TBIRD          
V159                      TBIRD          TBIRD          BIWIK          BIWIK          
V159                      BIWIK          BIWIK          TRV            TRV            
V159                      TRV            TRV            TPSTR          TPSTR          
V159                      TPSTR          TPSTR          DEARY          DEARY          
V159                      DEARY          DEARY          JIHMU          JIHMU          
V159                      JIHMU          JIHMU          PRESK          PRESK          
V159                      PRESK          PRESK          MARCI          MARCI          
V225                      MARCI          MARCI          CITAG          CITAG          
V225                      CITAG          CITAG          HICUP          HICUP          
V225                      HICUP          HICUP          RSW            RSW            
V225                      RSW            RSW            JICTI          JICTI          
V225                      JICTI          JICTI          LBV            LBV            
V225                      LBV            LBV            VASQZ          VASQZ          
V225                      VASQZ          VASQZ          DIDDY          DIDDY          
V225                      DIDDY          DIDDY          CUSMO          CUSMO          
V225                      CUSMO          CUSMO          TRV            TRV            
V225                      TRV            TRV            DHP            DHP            
V267                      DHP            DHP            PIONN          PIONN          
V267                      PIONN          PIONN          BRIKL          BRIKL          
V267                      BRIKL          BRIKL          ENVER          ENVER          
V267                      ENVER          ENVER          HEDLY          HEDLY          
V267                      HEDLY          HEDLY          PHK            PHK            
V267                      PHK            PHK            DIDDY          DIDDY          
V267                      DIDDY          DIDDY          BAIRN          BAIRN          
V267                      BAIRN          BAIRN          ODDEL          ODDEL          
V267                      ODDEL          ODDEL          SABOT          SABOT          
V267                      SABOT          SABOT          VKZ            VKZ            
V295                      VKZ            VKZ            KAINS          KAINS          
V295                      KAINS          KAINS          QEPRO          QEPRO          
V295                      QEPRO          QEPRO          HILEY          HILEY          
V295                      HILEY          HILEY          LONNI          LONNI          
V295                      LONNI          LONNI          HEATT          HEATT          
V295                      HEATT          HEATT          LIDRE          LIDRE          
V295                      LIDRE          LIDRE          BLUFI          BLUFI          
V295                      BLUFI          BLUFI          TOPPR          TOPPR          
V295                      TOPPR          TOPPR          STOOP          STOOP          
V295                      STOOP          STOOP          TRV            TRV            
V295                      TRV            TRV            SMERE          SMERE          
V295                      SMERE          SMERE          BAIRN          BAIRN          
V295                      BAIRN          BAIRN          ODDEL          ODDEL          
V295                      ODDEL          ODDEL          SABOT          SABOT          
V295                      SABOT          SABOT          DHP            DHP            
V437                      DHP            DHP            PIONN          PIONN          
V437                      PIONN          PIONN          BRIKL          BRIKL          
V437                      BRIKL          BRIKL          ENVER          ENVER          
V437                      ENVER          ENVER          HEDLY          HEDLY          
V437                      HEDLY          HEDLY          PHK            PHK            
V437                      PHK            PHK            MODOE          MODOE          
V437                      MODOE          MODOE          SMERE          SMERE          
V437                      SMERE          SMERE          TPSTR          TPSTR          
V437                      TPSTR          TPSTR          MLB            MLB            
V437                      MLB            MLB            AWINY          AWINY          
V437                      AWINY          AWINY          MLB            MLB            
V441                      MLB            MLB            DEARY          DEARY          
V441                      DEARY          DEARY          ODDEL          ODDEL          
V441                      ODDEL          ODDEL          YONMA          YONMA          
V441                      YONMA          YONMA          YOJIX          YOJIX          
V441                      YOJIX          YOJIX          GIBBS          GIBBS          
V492                      GIBBS          GIBBS          BRDGE          BRDGE          
V492                      BRDGE          BRDGE          ROGAN          ROGAN          
V492                      ROGAN          ROGAN          QUNCY          QUNCY          
V492                      QUNCY          QUNCY          UTELE          UTELE          
V492                      UTELE          UTELE          LBV            LBV            
V492                      LBV            LBV            JIBTO          JIBTO          
V492                      JIBTO          JIBTO          PHK            PHK            
V492                      PHK            PHK            NITNY          NITNY          
V492                      NITNY          NITNY          PBI            PBI            
V492                      PBI            PBI            WHELM          WHELM          
V492                      WHELM          WHELM          STOOP          STOOP          
V492                      STOOP          STOOP          ANGEE          ANGEE          
V492                      ANGEE          ANGEE          CUKPO          CUKPO          
V492                      CUKPO          CUKPO          MLB            MLB            
V492                      MLB            MLB            CROWD          CROWD          
V509                      CROWD          CROWD          HALLR          HALLR          
V509                      HALLR          HALLR          CAVAR          CAVAR          
V511                      CAVAR          CAVAR          HALLR          HALLR          
V511                      HALLR          HALLR          SIGNL          SIGNL          
V511                      SIGNL          SIGNL          THNDR          THNDR          
V511                      THNDR          THNDR          GILBI          GILBI          
V511                      GILBI          GILBI          NEWER          NEWER          
V511                      NEWER          NEWER          HOLID          HOLID          
V511                      HOLID          HOLID          FRRDY          FRRDY          
V511                      FRRDY          FRRDY          DHP            DHP            
V511                      DHP            DHP            DHP            DHP            
V521                      DHP            DHP            WINCO          WINCO          
V521                      WINCO          WINCO          RUTHY          RUTHY          
V521                      RUTHY          RUTHY          RSW            RSW            
V521                      RSW            RSW            VASES          VASES          
V521                      VASES          VASES          QUNCY          QUNCY          
V521                      QUNCY          QUNCY          RINSE          RINSE          
V521                      RINSE          RINSE          FUPGE          FUPGE          
V521                      FUPGE          FUPGE          DOWNN          DOWNN          
V521                      DOWNN          DOWNN          FAMIN          FAMIN          
V529                      FAMIN          FAMIN          WORPP          WORPP          
V529                      WORPP          WORPP          SWAGS          SWAGS          
V529                      SWAGS          SWAGS          LBV            LBV            
V529                      LBV            LBV            PBI            PBI            
V531                      PBI            PBI            TBIRD          TBIRD          
V531                      TBIRD          TBIRD          SHEDS          SHEDS          
V531                      SHEDS          SHEDS          LLNCH          LLNCH          
V531                      LLNCH          LLNCH          CUSMO          CUSMO          
V531                      CUSMO          CUSMO          BAIRN          BAIRN          
V531                      BAIRN          BAIRN          ODDEL          ODDEL          
V531                      ODDEL          ODDEL          SABOT          SABOT          
V531                      SABOT          SABOT          PBI            PBI            
V537                      PBI            PBI            WHELM          WHELM          
V537                      WHELM          WHELM          STOOP          STOOP          
V537                      STOOP          STOOP          TRV            TRV            
V537                      TRV            TRV            TPSTR          TPSTR          
V537                      TPSTR          TPSTR          DEARY          DEARY          
V537                      DEARY          DEARY          JIHMU          JIHMU          
V537                      JIHMU          JIHMU          PRESK          PRESK          
V537                      PRESK          PRESK          KARTR          KARTR          
V539                      KARTR          KARTR          GOODY          GOODY          
V539                      GOODY          GOODY          MILES          MILES          
V539                      MILES          MILES          RSW            RSW            
V539                      RSW            RSW            RSW            RSW            
V579                      RSW            RSW            PINTS          PINTS          
V579                      PINTS          PINTS          VIOLA          VIOLA          
V579                      VIOLA          VIOLA          RSW            RSW            
V599                      RSW            RSW            TIRTE          TIRTE          
V599                      TIRTE          TIRTE          THNDR          THNDR          
V599                      THNDR          THNDR          GILBI          GILBI          
V599                      GILBI          GILBI          NEWER          NEWER          
V599                      NEWER          NEWER          HOLID          HOLID          
V599                      HOLID          HOLID          FRRDY          FRRDY          
V599                      FRRDY          FRRDY          DHP            DHP            
V599                      DHP            DHP            PHK            PHK            
V601                      PHK            PHK            SWAGS          SWAGS          
V601                      SWAGS          SWAGS          DEEDS          DEEDS          
